question,context,response
PlayStation 5 ko dam kati ho?,"Category: Gaming Console, Brand: Sony, Model: PlayStation 5, Description: 825GB SSD, ray tracing support, immersive gaming experience, Price: Rs. 75,000","PlayStation 5 ko dam Rs. 75,000 ho. Isma 825GB SSD ra ray tracing support cha."
Samsonite Tectonic Lifestyle backpack ko price kati ho?,"Category: Bag, Brand: Samsonite, Model: Tectonic Lifestyle Backpack, Description: Durable laptop backpack with multiple compartments, Price: Rs. 5,500","Samsonite Tectonic Lifestyle backpack ko price Rs. 5,500 ho. Yo durable laptop backpack ho ra multiple compartments cha."
Bose QuietComfort 45 headphones ko price batauna saknuhuncha?,"Category: Headphones, Brand: Bose, Model: QuietComfort 45, Description: Noise-cancelling over-ear headphones, 24-hour battery life, Price: Rs. 32,000","Bose QuietComfort 45 headphones ko price Rs. 32,000 ho. Isma noise-cancelling feature ra 24 ghanta ko battery life cha."
Godrej Interio wardrobe ko dam k cha?,"Category: Furniture, Brand: Godrej, Model: Interio Wardrobe, Description: Three-door wooden wardrobe with mirror, Price: Rs. 35,000","Godrej Interio wardrobe ko dam Rs. 35,000 cha. Yo three-door wooden wardrobe ho jasle mirror samet sametcha."
LG OLED C2 Series TV ko price kati cha?,"Category: Television, Brand: LG, Model: OLED C2 Series, Description: 55-inch 4K OLED Smart TV with Dolby Vision, Price: Rs. 1,20,000","LG OLED C2 Series TV ko price Rs. 1,20,000 cha. Yo 55-inch 4K OLED Smart TV ho ra Dolby Vision support cha."
Amazon Echo Dot (5th Gen) ko dam kati ho?,"Category: Smart Home Device, Brand: Amazon, Model: Echo Dot (5th Gen), Description: Smart speaker with Alexa and improved sound quality, Price: Rs. 4,500","Amazon Echo Dot (5th Gen) ko dam Rs. 4,500 ho. Isma Alexa ra improved sound quality cha."
Samsung Galaxy Tab S8 Ultra ko price k ho?,"Category: Tablet, Brand: Samsung, Model: Galaxy Tab S8 Ultra, Description: 14.6-inch AMOLED display, 12GB RAM, 256GB storage, Price: Rs. 1,30,000","Samsung Galaxy Tab S8 Ultra ko price Rs. 1,30,000 ho. Isma 14.6-inch AMOLED display ra 12GB RAM cha."
OnePlus 11 ko price kati ho?,"Category: Smartphone, Brand: OnePlus, Model: OnePlus 11, Description: 6.7-inch AMOLED display, Snapdragon 8 Gen 2, 16GB RAM, 256GB storage, Price: Rs. 95,000","OnePlus 11 ko price Rs. 95,000 ho. Isma 6.7-inch AMOLED display ra Snapdragon 8 Gen 2 processor cha."
Bajaj Majesty Rice Cooker ko dam kasto cha?,"Category: Kitchen Appliance, Brand: Bajaj, Model: Majesty Rice Cooker, Description: Automatic rice cooker with 1.8L capacity, Price: Rs. 4,500","Bajaj Majesty Rice Cooker ko dam Rs. 4,500 cha. Isko capacity 1.8L cha ra automatic cooking feature pani cha."
PowerMax TDA-230 treadmill ko price k ho?,"Category: Fitness Equipment, Brand: PowerMax, Model: TDA-230, Description: Motorized treadmill with incline adjustment, Price: Rs. 60,000","PowerMax TDA-230 treadmill ko price Rs. 60,000 ho. Isma motorized incline adjustment feature cha."
Garmin Fenix 7 watch ko dam kati ho?,"Category: Watch, Brand: Garmin, Model: Fenix 7, Description: Multi-sport GPS watch with solar charging, Price: Rs. 1,10,000","Garmin Fenix 7 watch ko dam Rs. 1,10,000 ho. Yo multi-sport GPS watch ho ra solar charging support cha."
ASUS ROG Zephyrus G14 ko price kati ho?,"Category: Gaming Laptop, Brand: ASUS, Model: ROG Zephyrus G14, Description: 14-inch QHD display, Ryzen 9 6900HS, 16GB RAM, RTX 3060, Price: Rs. 1,75,000","ASUS ROG Zephyrus G14 ko price Rs. 1,75,000 ho. Yo gaming laptop 14-inch QHD display ra RTX 3060 graphics sanga aauchha."
Nikon D850 camera ko dam k cha?,"Category: DSLR Camera, Brand: Nikon, Model: D850, Description: 45.7MP full-frame sensor, 4K video recording, Price: Rs. 2,80,000","Nikon D850 camera ko dam Rs. 2,80,000 cha. Isma 45.7MP full-frame sensor ra 4K video recording cha."
iPad Pro 12.9-inch ko price kati ho?,"Category: Tablet, Brand: Apple, Model: iPad Pro (12.9-inch), Description: M2 chip, 2TB storage, 120Hz Liquid Retina XDR display, Price: Rs. 2,20,000","iPad Pro 12.9-inch ko price Rs. 2,20,000 ho. Yo M2 chip ra 2TB storage ko sath aauchha."
Whirlpool double door refrigerator ko dam kasto cha?,"Category: Home Appliance, Brand: Whirlpool, Model: Double Door Refrigerator, Description: Frost-free refrigerator with 340L capacity, Price: Rs. 45,000","Whirlpool double door refrigerator ko dam Rs. 45,000 cha. Isko capacity 340L cha ra frost-free technology cha."
Sony WH-1000XM5 headphones ko price k ho?,"Category: Headphones, Brand: Sony, Model: WH-1000XM5, Description: Over-ear noise-cancelling headphones with 30-hour battery life, Price: Rs. 32,000","Sony WH-1000XM5 headphones ko price Rs. 32,000 ho. Yo over-ear noise-cancelling headphones ho ra 30 ghanta battery life cha."
Wildcraft Wiki Blue Backpack ko dam kati ho?,"Category: Bag, Brand: Wildcraft, Model: Wiki Blue Backpack, Description: Water-resistant backpack with laptop compartment, Price: Rs. 2,800","Wildcraft Wiki Blue Backpack ko dam Rs. 2,800 ho. Yo water-resistant backpack ho ra laptop compartment pani cha."
Voltas 1.5 ton split AC ko price kati ho?,"Category: Air Conditioner, Brand: Voltas, Model: Split AC 1.5 Ton, Description: Inverter AC with 5-star energy rating, Price: Rs. 40,000","Voltas 1.5 ton split AC ko price Rs. 40,000 ho. Isma 5-star energy rating cha ra inverter technology pani cha."
Fitbit Charge 5 tracker ko price k ho?,"Category: Fitness Tracker, Brand: Fitbit, Model: Charge 5, Description: Advanced fitness tracker with GPS, heart rate monitor, and stress management tools, Price: Rs. 12,000","Fitbit Charge 5 tracker ko price Rs. 12,000 ho. Isma GPS, heart rate monitor ra stress management tools cha."
Samsung QLED Q70A TV ko dam kati cha?,"Category: Television, Brand: Samsung, Model: QLED Q70A, Description: 65-inch 4K QLED Smart TV with Quantum Processor, Price: Rs. 1,35,000","Samsung QLED Q70A TV ko dam Rs. 1,35,000 cha. Yo 65-inch 4K QLED Smart TV ho ra Quantum Processor sanga aauchha."
Jabra Elite 7 Pro earbuds ko price kati ho?,"Category: Earbuds, Brand: Jabra, Model: Elite 7 Pro, Description: True wireless earbuds with active noise cancellation and 30-hour battery life, Price: Rs. 18,000","Jabra Elite 7 Pro earbuds ko price Rs. 18,000 ho. Isma active noise cancellation ra 30 ghanta battery life cha."
Samsung EcoBubble washing machine ko dam k cha?,"Category: Washing Machine, Brand: Samsung, Model: EcoBubble, Description: 7kg fully automatic front load washing machine with digital inverter, Price: Rs. 50,000","Samsung EcoBubble washing machine ko dam Rs. 50,000 cha. Yo 7kg fully automatic front load model ho ra digital inverter technology cha."
Redmi Note 12 Pro ko price kati cha?,"Category: Smartphone, Brand: Xiaomi, Model: Redmi Note 12 Pro, Description: 6.67-inch AMOLED display, 8GB RAM, 256GB storage, 108MP camera, Price: Rs. 35,000","Redmi Note 12 Pro ko price Rs. 35,000 cha. Isma 6.67-inch AMOLED display ra 108MP camera cha."
Xiaomi Redmi Note 12 Pro ko dam batauna saknuhuncha?,"Category: Smartphone, Brand: Xiaomi, Model: Redmi Note 12 Pro, Description: 6.67-inch AMOLED display, 8GB RAM, 256GB storage, 108MP camera, Price: Rs. 35,000","Xiaomi Redmi Note 12 Pro ko dam Rs. 35,000 ho. Yo phone 8GB RAM ra 256GB storage sanga aauchha."
Redmi Note 12 Pro kinyo vani kati parcha?,"Category: Smartphone, Brand: Xiaomi, Model: Redmi Note 12 Pro, Description: 6.67-inch AMOLED display, 8GB RAM, 256GB storage, 108MP camera, Price: Rs. 35,000","Redmi Note 12 Pro kinyo vani Rs. 35,000 parcha. Yo phone high-resolution 108MP camera sanga aauchha."
Samsung Galaxy Watch 5 ko price kati ho?,"Category: Smartwatch, Brand: Samsung, Model: Galaxy Watch 5, Description: 1.4-inch Super AMOLED display, heart rate monitoring, GPS, Price: Rs. 30,000","Samsung Galaxy Watch 5 ko price Rs. 30,000 ho. Yo smartwatch 1.4-inch Super AMOLED display sanga aauchha."
Galaxy Watch 5 kinyo bhane kati parcha?,"Category: Smartwatch, Brand: Samsung, Model: Galaxy Watch 5, Description: 1.4-inch Super AMOLED display, heart rate monitoring, GPS, Price: Rs. 30,000","Galaxy Watch 5 kinyo bhane Rs. 30,000 parcha. Isma GPS ra heart rate monitoring cha."
Samsung ko Galaxy Watch 5 ko dam bataunus ta?,"Category: Smartwatch, Brand: Samsung, Model: Galaxy Watch 5, Description: 1.4-inch Super AMOLED display, heart rate monitoring, GPS, Price: Rs. 30,000","Samsung Galaxy Watch 5 ko dam Rs. 30,000 ho. Yo smartwatch GPS ra Super AMOLED display sanga aauchha."
LG Dual Inverter AC ko price kati cha?,"Category: Air Conditioner, Brand: LG, Model: Dual Inverter Split AC, Description: 1.5-ton cooling capacity, 5-star energy efficiency, Price: Rs. 42,000","LG Dual Inverter AC ko price Rs. 42,000 cha. Isma 1.5-ton cooling capacity ra 5-star energy efficiency cha."
LG ko 1.5-ton dual inverter AC ko dam batauna saknuhuncha?,"Category: Air Conditioner, Brand: LG, Model: Dual Inverter Split AC, Description: 1.5-ton cooling capacity, 5-star energy efficiency, Price: Rs. 42,000","LG ko 1.5-ton dual inverter AC ko dam Rs. 42,000 ho. Yo 5-star energy efficient ho."
LG Dual Inverter Split AC ko dam kati parcha?,"Category: Air Conditioner, Brand: LG, Model: Dual Inverter Split AC, Description: 1.5-ton cooling capacity, 5-star energy efficiency, Price: Rs. 42,000","LG Dual Inverter Split AC ko dam Rs. 42,000 parcha. Yo 1.5-ton cooling capacity sanga aauchha."
Dell XPS 13 Plus laptop ko price kati ho?,"Category: Laptop, Brand: Dell, Model: XPS 13 Plus, Description: 13.4-inch OLED display, Intel i7, 16GB RAM, 1TB SSD, Price: Rs. 1,60,000","Dell XPS 13 Plus laptop ko price Rs. 1,60,000 ho. Isma 13.4-inch OLED display ra Intel i7 processor cha."
Dell ko XPS 13 Plus ko dam bataunus ta?,"Category: Laptop, Brand: Dell, Model: XPS 13 Plus, Description: 13.4-inch OLED display, Intel i7, 16GB RAM, 1TB SSD, Price: Rs. 1,60,000","Dell XPS 13 Plus ko dam Rs. 1,60,000 ho. Yo laptop 1TB SSD ra 16GB RAM ko sath aauchha."
Dell XPS 13 Plus laptop kinyo vani kati parcha?,"Category: Laptop, Brand: Dell, Model: XPS 13 Plus, Description: 13.4-inch OLED display, Intel i7, 16GB RAM, 1TB SSD, Price: Rs. 1,60,000","Dell XPS 13 Plus laptop kinyo vani Rs. 1,60,000 parcha. Isma Intel i7 processor cha ra OLED display cha."
Samsung Convertible Double Door fridge ko price kati cha?,"Category: Refrigerator, Brand: Samsung, Model: Convertible Double Door, Description: 345L frost-free fridge with convertible freezer, Price: Rs. 48,000","Samsung Convertible Double Door fridge ko price Rs. 48,000 cha. Yo 345L frost-free fridge ho."
Samsung Convertible fridge ko dam batauna saknuhuncha?,"Category: Refrigerator, Brand: Samsung, Model: Convertible Double Door, Description: 345L frost-free fridge with convertible freezer, Price: Rs. 48,000","Samsung Convertible fridge ko dam Rs. 48,000 ho. Yo 345L capacity ra convertible freezer sanga aauchha."
Convertible fridge Samsung ko kati parcha?,"Category: Refrigerator, Brand: Samsung, Model: Convertible Double Door, Description: 345L frost-free fridge with convertible freezer, Price: Rs. 48,000","Convertible fridge Samsung ko Rs. 48,000 parcha. Isma 345L capacity ra frost-free feature cha."
HP Pavilion x360 ko price kati ho?,"Category: Laptop, Brand: HP, Model: Pavilion x360, Description: 14-inch Full HD display, Intel i5, 8GB RAM, 512GB SSD, Price: Rs. 70,000","HP Pavilion x360 ko price Rs. 70,000 ho. Isma 14-inch Full HD display ra Intel i5 processor cha."
HP Pavilion x360 ko dam kati cha?,"Category: Laptop, Brand: HP, Model: Pavilion x360, Description: 14-inch Full HD display, Intel i5, 8GB RAM, 512GB SSD, Price: Rs. 70,000","HP Pavilion x360 ko dam Rs. 70,000 cha. Isma 8GB RAM ra 512GB SSD cha."
HP Pavilion x360 laptop ko price kati ho bhanera bataunus?,"Category: Laptop, Brand: HP, Model: Pavilion x360, Description: 14-inch Full HD display, Intel i5, 8GB RAM, 512GB SSD, Price: Rs. 70,000","HP Pavilion x360 laptop ko price Rs. 70,000 ho. Yo laptop Intel i5 processor ra 512GB SSD sanga aauchha."
LG side-by-side refrigerator ko price kati cha?,"Category: Refrigerator, Brand: LG, Model: Side-by-Side, Description: 668L capacity, inverter compressor, smart cooling, Price: Rs. 1,05,000","LG side-by-side refrigerator ko price Rs. 1,05,000 cha. Isma 668L capacity ra inverter compressor cha."
LG side-by-side fridge ko dam kasto cha?,"Category: Refrigerator, Brand: LG, Model: Side-by-Side, Description: 668L capacity, inverter compressor, smart cooling, Price: Rs. 1,05,000","LG side-by-side fridge ko dam Rs. 1,05,000 cha. Yo 668L capacity ra smart cooling feature sanga cha."
LG ko 668L side-by-side refrigerator kati cha?,"Category: Refrigerator, Brand: LG, Model: Side-by-Side, Description: 668L capacity, inverter compressor, smart cooling, Price: Rs. 1,05,000","LG ko 668L side-by-side refrigerator ko price Rs. 1,05,000 ho. Isma inverter compressor ra smart cooling cha."
Bosch front load washing machine ko price kati ho?,"Category: Washing Machine, Brand: Bosch, Model: Front Load, Description: 7kg capacity, EcoSilence drive, 1200 rpm spin speed, Price: Rs. 45,000","Bosch front load washing machine ko price Rs. 45,000 ho. Isma 7kg capacity ra EcoSilence drive cha."
Bosch ko 7kg front load washing machine ko price kati cha?,"Category: Washing Machine, Brand: Bosch, Model: Front Load, Description: 7kg capacity, EcoSilence drive, 1200 rpm spin speed, Price: Rs. 45,000","Bosch ko 7kg front load washing machine ko price Rs. 45,000 cha. Isma 1200 rpm spin speed cha."
Bosch washing machine ko price kati cha bhanera bataunus?,"Category: Washing Machine, Brand: Bosch, Model: Front Load, Description: 7kg capacity, EcoSilence drive, 1200 rpm spin speed, Price: Rs. 45,000","Bosch washing machine ko price Rs. 45,000 ho. Yo 7kg capacity ra EcoSilence drive sanga cha."
Lenovo Tab P11 Pro ko price kati cha?,"Category: Tablet, Brand: Lenovo, Model: Tab P11 Pro, Description: 11.5-inch OLED display, Snapdragon 730G, 6GB RAM, 128GB storage, Price: Rs. 36,000","Lenovo Tab P11 Pro ko price Rs. 36,000 cha. Isma 11.5-inch OLED display ra Snapdragon 730G processor cha."
Lenovo Tab P11 Pro ko dam kati ho?,"Category: Tablet, Brand: Lenovo, Model: Tab P11 Pro, Description: 11.5-inch OLED display, Snapdragon 730G, 6GB RAM, 128GB storage, Price: Rs. 36,000","Lenovo Tab P11 Pro ko dam Rs. 36,000 ho. Yo 11.5-inch OLED display ra 6GB RAM sanga aauchha."
Lenovo Tab P11 Pro kati cha?,"Category: Tablet, Brand: Lenovo, Model: Tab P11 Pro, Description: 11.5-inch OLED display, Snapdragon 730G, 6GB RAM, 128GB storage, Price: Rs. 36,000","Lenovo Tab P11 Pro ko price Rs. 36,000 ho. Isma 128GB storage ra Snapdragon 730G processor cha."
Amazfit GTR 3 smartwatch ko price kati cha?,"Category: Smartwatch, Brand: Amazfit, Model: GTR 3, Description: 1.39-inch AMOLED display, heart rate monitor, sleep tracking, Price: Rs. 12,000","Amazfit GTR 3 smartwatch ko price Rs. 12,000 cha. Isma 1.39-inch AMOLED display ra heart rate monitor cha."
Amazfit GTR 3 ko dam kati ho?,"Category: Smartwatch, Brand: Amazfit, Model: GTR 3, Description: 1.39-inch AMOLED display, heart rate monitor, sleep tracking, Price: Rs. 12,000","Amazfit GTR 3 ko dam Rs. 12,000 ho. Yo 1.39-inch AMOLED display sanga aauchha."
Amazfit GTR 3 smartwatch kati cha?,"Category: Smartwatch, Brand: Amazfit, Model: GTR 3, Description: 1.39-inch AMOLED display, heart rate monitor, sleep tracking, Price: Rs. 12,000","Amazfit GTR 3 smartwatch ko price Rs. 12,000 ho. Isma sleep tracking ra heart rate monitor cha."
Canon EOS 90D ko price kati ho?,"Category: Camera, Brand: Canon, Model: EOS 90D, Description: 32.5MP DSLR camera, 4K video recording, Price: Rs. 1,20,000","Canon EOS 90D ko price Rs. 1,20,000 ho. Isma 32.5MP DSLR sensor ra 4K video recording cha."
Canon EOS 90D camera ko dam kati cha?,"Category: Camera, Brand: Canon, Model: EOS 90D, Description: 32.5MP DSLR camera, 4K video recording, Price: Rs. 1,20,000","Canon EOS 90D camera ko dam Rs. 1,20,000 cha. Isma 32.5MP DSLR sensor ra 4K video recording cha."
Canon EOS 90D ko dam kati ho?,"Category: Camera, Brand: Canon, Model: EOS 90D, Description: 32.5MP DSLR camera, 4K video recording, Price: Rs. 1,20,000","Canon EOS 90D ko dam Rs. 1,20,000 ho. Isma 32.5MP DSLR sensor ra 4K video recording cha."
JBL Flip 5 speaker ko price kati ho?,"Category: Bluetooth Speaker, Brand: JBL, Model: Flip 5, Description: Waterproof portable speaker, 12 hours playtime, Price: Rs. 7,500","JBL Flip 5 speaker ko price Rs. 7,500 ho. Yo waterproof portable speaker ho ra 12 hours playtime cha."
JBL Flip 5 ko dam kati cha?,"Category: Bluetooth Speaker, Brand: JBL, Model: Flip 5, Description: Waterproof portable speaker, 12 hours playtime, Price: Rs. 7,500","JBL Flip 5 ko dam Rs. 7,500 cha. Isma waterproof feature ra 12 hours playtime cha."
JBL Flip 5 speaker kati parcha?,"Category: Bluetooth Speaker, Brand: JBL, Model: Flip 5, Description: Waterproof portable speaker, 12 hours playtime, Price: Rs. 7,500","JBL Flip 5 speaker ko price Rs. 7,500 parcha. Yo waterproof portable speaker ho."
