category,system,instruction,context,question,response
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,Hamro next step ma detailed execution plan develop garna parcha.,Our next step involves developing a detailed execution plan.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,Tyo design ta client ko requirements anusar perfect cha.,That design is perfect according to the clientâ€™s requirements.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,Timi le chai tyo file timely upload gareu?,Did you upload that file on time?
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,Hamro meeting ko focus ta progress ko status review garna ma cha.,The focus of our meeting is to review the status of the progress.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,Maile chai project ko financial estimate update gareko chu.,I have updated the financial estimate of the project.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,Yo feature le chai end-user ko life easy bancha.,This feature will make the end userâ€™s life easier.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,Hamro workflow optimize garna yo tool useful lagcha.,This tool seems useful to optimize our workflow.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,Maile tyo kaam already complete gareko chu.,I have already completed that task.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,Hamro meeting ko next session kahile hunecha?,When will the next session of our meeting be?
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,Timi le chai sabai stakeholders ko opinion collect gareu?,Did you collect opinions from all stakeholders?
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,Yo task allocate garna maile team members ko capability analyze gare.,I analyzed the team membersâ€™ capabilities to allocate this task.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,Timi le chai report ko data verify gareu?,Did you verify the data in the report?
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,Hamro goal ta short-term ma achievable cha.,Our goal is achievable in the short term.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,Maile chai timeline ma ek choti update provide gareko thiye.,I had already provided an update on the timeline once.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,Tyo presentation ko slides refine garna baki cha.,The slides for that presentation still need refining.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,Hamro proposal ta client expectations anusar customize garna parcha.,Our proposal needs to be customized according to the clientâ€™s expectations.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,Timi le chai team ko suggestions collect gareu?,Did you collect the teamâ€™s suggestions?
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,Tyo feature le chai user engagement significantly badhauna sakcha.,That feature can significantly increase user engagement.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,Hamro kaam ko efficiency increase garna naya approach implement garna parcha.,We need to implement a new approach to increase the efficiency of our work.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,Maile chai recent changes ko update sabailai share gare.,I shared the update on recent changes with everyone.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,Timi le chai budget ko breakdown prepare gareu?,Did you prepare the breakdown of the budget?
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,Tyo suggestion ta team le positive tarikale consider gareko cha.,The team has positively considered that suggestion.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,Hamro kaam timely finish garna collaborative effort chahinchha.,Collaborative effort is required to finish our work on time.
translate,"Talako diyeko instruction follow garera sodhiyeko answer vana.

","Translate the given text from Roman Nepali language to English language.
",,Yo task ko requirement aba clear cha.,The requirements for this task are now clear.
