category,context,question,response
RAG,Hamro delivery Dharan vitra same day garincha. Dharan bahira delivery 2-3 din vitra garincha ra Rs. 120 charge hunxa.,delivery garne samay kati ho?,"Dharan vitra same day delivery garincha, bahira 2-3 din lagcha."
RAG,Hamro delivery Dharan vitra same day garincha. Outside Dharan delivery 2-3 din vitra garincha ra Rs. 120 charge hunxa.,Dharan ma delivery ko timing kati ho?,Dharan ma delivery same day garincha.
RAG,Hamro delivery Dharan vitra free hunxa. Outside Dharan Rs. 120 charge hunxa ra delivery 2-3 din vitra garincha.,Dharan ma delivery charge kati ho?,Dharan ma delivery charge free cha.
RAG,Hamro delivery Dharan vitra same day garincha. Outside Dharan delivery 2-3 din vitra garincha ra Rs. 120 charge hunxa.,Dharan ko vitra delivery garne samay kati ho?,Dharan ko vitra same day delivery garincha.
RAG,Hamro delivery Dharan vitra free hunxa. Outside Dharan Rs. 120 charge hunxa ra delivery 2-3 din vitra garincha.,delivery charge free cha Dharan ma?,"Ho, Dharan ma delivery charge free cha."
RAG,Hamro delivery Dharan vitra free hunxa. Outside Dharan Rs. 120 charge hunxa ra delivery 2-3 din vitra garincha.,Dharan vitra delivery free cha?,"Ho, Dharan vitra delivery free cha."
RAG,Hamro delivery Dharan vitra free hunxa. Outside Dharan Rs. 120 charge hunxa ra delivery 2-3 din vitra garincha.,Dharan ko bahira delivery 2-3 din lagcha?,"Ho, Dharan ko bahira delivery 2-3 din lagcha."
RAG,Hamro delivery Dharan vitra free hunxa. Outside Dharan Rs. 120 charge hunxa ra delivery 2-3 din vitra garincha.,delivery service cha Dharan ko bahira?,"Ho, Dharan ko bahira delivery service cha, Rs. 120 charge ho."
RAG,Hamro delivery Dharan vitra free hunxa. Outside Dharan delivery Rs. 120 charge hunxa ra delivery 2-3 din vitra garincha.,delivery ko samay kasto cha?,"Dharan vitra same day delivery garincha, bahira 2-3 din lagcha."
RAG,Hamro delivery Dharan vitra same day garincha. Outside Dharan delivery 2-3 din vitra garincha ra Rs. 120 charge hunxa.,delivery same day garincha Dharan ma?,"Ho, Dharan ma delivery same day garincha."
RAG,Hamro delivery Dharan vitra free hunxa. Outside Dharan Rs. 120 charge hunxa ra delivery 2-3 din vitra garincha.,Dharan ko bahira delivery charge kati ho?,Dharan ko bahira delivery charge Rs. 120 hunxa.
RAG,Hamro delivery Dharan vitra free hunxa. Outside Dharan Rs. 120 charge hunxa ra delivery 2-3 din vitra garincha.,Dharan vitra delivery free cha?,"Ho, Dharan vitra delivery free cha."
RAG,Hamro delivery Dharan vitra free hunxa. Outside Dharan Rs. 120 charge hunxa ra delivery 2-3 din vitra garincha.,delivery samay kati din lagcha?,"Dharan vitra same day delivery garincha, bahira 2-3 din lagcha."
RAG,Hamro delivery Dharan vitra free hunxa. Outside Dharan Rs. 120 charge hunxa ra delivery 2-3 din vitra garincha.,Dharan ko bahira delivery kati din lagcha?,Dharan ko bahira delivery 2-3 din vitra garincha.
RAG,Hamro delivery Dharan vitra free hunxa. Outside Dharan Rs. 120 charge hunxa ra delivery 2-3 din vitra garincha.,delivery free cha ki charge ho Dharan ma?,"Dharan ma free delivery cha, bahira Rs. 120 charge ho."
RAG,Hamro delivery Dharan vitra same day garincha. Dharan bahira delivery 2-3 din vitra garincha ra Rs. 120 charge hunxa.,delivery garne samay kati ho Dharan ma?,Dharan ma delivery same day garincha.
RAG,Hamro delivery Dharan vitra free hunxa. Outside Dharan Rs. 120 charge hunxa ra delivery 2-3 din vitra garincha.,Dharan vitra delivery free ho ya charge ho?,"Dharan vitra delivery free ho, bahira Rs. 120 charge ho."
RAG,Hamro delivery Dharan vitra free hunxa. Outside Dharan Rs. 120 charge hunxa ra delivery 2-3 din vitra garincha.,delivery free ho ya charge lagcha?,"Dharan vitra free ho, bahira Rs. 120 charge lagcha."
RAG,Hamro delivery Dharan vitra free hunxa. Outside Dharan Rs. 120 charge hunxa ra delivery 2-3 din vitra garincha.,delivery samay kati din lagcha Dharan vitra?,Dharan vitra same day delivery garincha.
RAG,Hamro delivery Dharan vitra same day garincha. Outside Dharan delivery 2-3 din vitra garincha ra Rs. 120 charge hunxa.,Dharan ko vitra delivery same day garincha?,"Ho, Dharan ma same day delivery garincha."
RAG,Hamro delivery Dharan vitra free hunxa. Outside Dharan Rs. 120 charge hunxa ra delivery 2-3 din vitra garincha.,delivery free cha Dharan ko vitra?,"Ho, Dharan ko vitra delivery free cha."
RAG,Hamro delivery Dharan vitra free hunxa. Outside Dharan Rs. 120 charge hunxa ra delivery 2-3 din vitra garincha.,Dharan ko bahira delivery charge kati ho?,Dharan ko bahira delivery charge Rs. 120 hunxa.
RAG,Hamro delivery Dharan vitra free hunxa. Outside Dharan Rs. 120 charge hunxa ra delivery 2-3 din vitra garincha.,Dharan vitra delivery time kati ho?,Dharan vitra same day delivery garincha.
RAG,Hamro delivery Dharan vitra free hunxa. Outside Dharan Rs. 120 charge hunxa ra delivery 2-3 din vitra garincha.,Dharan ko bahira delivery 2-3 din ma garincha?,"Ho, Dharan ko bahira delivery 2-3 din lagcha."
RAG,Hamro delivery service all over Nepal ma cha. Dharan vitra free hunxa ra bahira Rs. 120 charge hunxa. Delivery 2-3 din vitra garincha.,delivery service sabai Nepal ma cha?,"Ho, hamro delivery service all over Nepal ma cha."
RAG,Hamro delivery Dharan vitra free hunxa. Outside Dharan Rs. 120 charge hunxa ra delivery 2-3 din vitra garincha.,delivery kasko lagcha?,"Dharan vitra delivery free cha, bahira Rs. 120 charge lagcha."
RAG,"Hamro store ko name [XYZ] ho, hamro store XXX ma xa, Kathmandu, Nepal.",Store ko location kaha xa?,"Hamro store XXX ma xa, Kathmandu, Nepal."
RAG,"Product Details: name: Redmi Note 9 pro, price: 10100, stock: True, description: 6.67-inch FHD+ display, 5020mAh battery, 64MP quad camera.",Redmi Note 9 ko price kati ho?,Redmi Note 9 ko price Rs. 10100 ho.
RAG,"Product Details: name: Redmi Note 9 pro, price: 10100, stock: True, description: 6.67-inch FHD+ display, 5020mAh battery, 64MP quad camera.",Redmi Note 9 stock ma xa ki xaina?,Redmi Note 9 pro stock ma available xa.
RAG,"Product Details: name: Redmi Note 9 pro, price: 10100, stock: False, description: 6.67-inch FHD+ display, 5020mAh battery, 64MP quad camera.",Redmi Note 9 pro available xa?,Redmi Note 9 pro stock ma available xaina.
RAG,"Delivery Details: Inside Kathmandu: Rs. 100, Outside Kathmandu: Rs. 200, Remote Areas: Rs. 300.",Delivery charge kati ho?,"Kathmandu bhitra delivery charge Rs. 100 ho, Kathmandu bahira Rs. 200 ho, remote areas ma Rs. 300 ho."
RAG,"Payment Methods: Cash on Delivery (COD), Credit/Debit Card, Esewa, Khalti.",Cash on delivery available xa?,"Hajur, cash on delivery available xa."
RAG,"Payment Methods: Cash on Delivery (COD), Credit/Debit Card, Esewa, Khalti.",Esewa bata payment garna milxa?,"Hajur, esewa bata payment garna milxa."
RAG,"Current Offers: 10% discount on all electronics, 5% discount on first order, free delivery on orders above Rs. 5000.",Discount ko offer xa?,"Hajur, electronics ma 10% discount xa, first order ma 5% discount xa, ra Rs. 5000 mathiko order ma free delivery xa."
RAG,"Cancellation Policy: Orders can be canceled within 24 hours of placement. After 24 hours, cancellation is not possible.",Order cancel garna milxa?,"Hajur, order place gareko 24 hours bhitra cancel garna milxa. 24 hours pachi cancel garna mildaina."
RAG,Refund Policy: Refunds are processed within 7-10 business days after the returned item is received and inspected.,Refund process k xa?,Refund process ma returned item receive ra inspect garepachi 7-10 business days bhitra refund process huncha.
RAG,Return Policy: Products can be returned within 7 days of delivery if they are unused and in original packaging.,Product return garna milxa?,"Hajur, product deliver bhayeko 7 days bhitra return garna milxa, yadi product unused ra original packaging ma xa bhane."
RAG,Tracking Details: You can track your order by logging into your account and visiting the 'Order History' section.,Order track kasari garne?,"Hajur, order track garna account ma login garera 'Order History' section ma jada milcha."
RAG,"Contact Details: Customer support number: 01-1234567, Email: support@xyz.com, Available: 9 AM - 6 PM, Sunday to Friday.",Customer support number k ho?,"Customer support number 01-1234567 ho. Support email support@xyz.com ho. Support hours 9 AM - 6 PM, Sunday to Friday ho."
RAG,Warranty Details: All electronics come with a 1-year manufacturer warranty. Warranty does not cover physical damage.,Product warranty kati din ko xa?,Product ko 1-year manufacturer warranty xa. Warranty ma physical damage cover hudaina.
RAG,"Order Details: Order ID 12345, Status: Shipped, Estimated Delivery: 3-5 business days.",Order status k xa?,"Hajur, order ID 12345 ko status shipped ho. Estimated delivery 3-5 business days ho."
RAG,"Delivery Details: Currently, we only deliver within Nepal. International delivery is not available.",International delivery available xa?,"Hajur, hami Nepal bhitra matra delivery gardachau. International delivery available xaina."
RAG,"Product Details: name: Redmi Note 9 pro, color options: Aurora Blue, Glacier White, Interstellar Black.",Product ko color option k xa?,"Redmi Note 9 pro ko color options Aurora Blue, Glacier White, ra Interstellar Black ho."
RAG,"Product Details: name: Redmi Note 9 pro, description: 6.67-inch FHD+ display, 5020mAh battery, 64MP quad camera, 128GB storage, 6GB RAM.",Product ko description ma k k xa?,"Redmi Note 9 pro ko description ma 6.67-inch FHD+ display, 5020mAh battery, 64MP quad camera, 128GB storage, ra 6GB RAM xa."
RAG,Additional Services: Gift wrapping is available for an additional charge of Rs. 100.,Order ma gift wrapping available xa?,"Hajur, gift wrapping available xa ra additional Rs. 100 charge huncha."
RAG,"Product Reviews: Average rating: 4.5/5, Total reviews: 1200. Most customers praise the battery life and camera quality.",Product ko review kasto xa?,Product ko average rating 4.5/5 ho ra 1200 reviews xan. Dherai customers le battery life ra camera quality lai ramro bhaneka chan.
RAG,"Product Details: name: iPhone 13, price: 120000, stock: True, description: 6.1-inch Super Retina XDR display, A15 Bionic chip, 128GB storage, dual-camera system.",iPhone 13 ko price kati ho?,iPhone 13 ko price Rs. 120000 ho.
RAG,"Product Details: name: iPhone 13, price: 120000, stock: True, description: 6.1-inch Super Retina XDR display, A15 Bionic chip, 128GB storage, dual-camera system.",iPhone 13 stock ma xa ki xaina?,"Hajur, iPhone 13 stock ma available xa."
RAG,"Product Details: name: Samsung Galaxy S21 Ultra, price: 150000, stock: True, description: 6.8-inch Dynamic AMOLED display, 108MP camera, 5000mAh battery, 256GB storage.",Samsung Galaxy S21 Ultra ko description ma k k xa?,"Samsung Galaxy S21 Ultra ko description ma 6.8-inch Dynamic AMOLED display, 108MP camera, 5000mAh battery, ra 256GB storage xa."
RAG,"Product Details: name: Samsung Galaxy S21 Ultra, price: 150000, stock: True, description: 6.8-inch Dynamic AMOLED display, 108MP camera, 5000mAh battery, 256GB storage.",Samsung Galaxy S21 Ultra ko price kati ho?,Samsung Galaxy S21 Ultra ko price Rs. 150000 ho.
RAG,"Product Details: name: MacBook Air M1, price: 150000, stock: False, description: 13.3-inch Retina display, Apple M1 chip, 8GB RAM, 256GB SSD.",MacBook Air M1 ko stock ma xa?,"Hajur, MacBook Air M1 stock ma available xaina."
RAG,"Product Details: name: MacBook Air M1, price: 150000, stock: False, description: 13.3-inch Retina display, Apple M1 chip, 8GB RAM, 256GB SSD.",MacBook Air M1 ko description ma k k xa?,"MacBook Air M1 ko description ma 13.3-inch Retina display, Apple M1 chip, 8GB RAM, ra 256GB SSD xa."
RAG,"Product Details: name: Nike Air Max 270, price: 15000, stock: True, description: Men's running shoes, breathable mesh upper, Max Air unit for cushioning.",Nike Air Max 270 ko price kati ho?,Nike Air Max 270 ko price Rs. 15000 ho.
RAG,"Product Details: name: Nike Air Max 270, price: 15000, stock: True, description: Men's running shoes, breathable mesh upper, Max Air unit for cushioning.",Nike Air Max 270 stock ma xa?,"Hajur, Nike Air Max 270 stock ma available xa."
RAG,"Product Details: name: Adidas Ultraboost 22, price: 18000, stock: True, description: Women's running shoes, Primeknit upper, Boost midsole for energy return.",Adidas Ultraboost 22 ko description ma k k xa?,"Adidas Ultraboost 22 ko description ma women's running shoes, Primeknit upper, ra Boost midsole for energy return xa."
RAG,"Product Details: name: Adidas Ultraboost 22, price: 18000, stock: True, description: Women's running shoes, Primeknit upper, Boost midsole for energy return.",Adidas Ultraboost 22 ko price kati ho?,Adidas Ultraboost 22 ko price Rs. 18000 ho.
RAG,"Product Details: name: Sony WH-1000XM4, price: 35000, stock: False, description: Wireless noise-canceling headphones, 30-hour battery life, touch sensor controls.",Sony WH-1000XM4 ko stock ma xa?,"Hajur, Sony WH-1000XM4 stock ma available xaina."
RAG,"Product Details: name: Sony WH-1000XM4, price: 35000, stock: False, description: Wireless noise-canceling headphones, 30-hour battery life, touch sensor controls.",Sony WH-1000XM4 ko description ma k k xa?,"Sony WH-1000XM4 ko description ma wireless noise-canceling headphones, 30-hour battery life, ra touch sensor controls xa."
RAG,"Product Details: name: Canon EOS R6, price: 250000, stock: True, description: Mirrorless camera, 20.1MP sensor, 4K video recording, dual pixel autofocus.",Canon EOS R6 ko price kati ho?,Canon EOS R6 ko price Rs. 250000 ho.
RAG,"Product Details: name: Canon EOS R6, price: 250000, stock: True, description: Mirrorless camera, 20.1MP sensor, 4K video recording, dual pixel autofocus.",Canon EOS R6 stock ma xa?,"Hajur, Canon EOS R6 stock ma available xa."
RAG,"Product Details: name: Dell XPS 13, price: 180000, stock: True, description: 13.4-inch FHD+ display, Intel Core i7, 16GB RAM, 512GB SSD, InfinityEdge display.",Dell XPS 13 ko description ma k k xa?,"Dell XPS 13 ko description ma 13.4-inch FHD+ display, Intel Core i7, 16GB RAM, 512GB SSD, ra InfinityEdge display xa."
RAG,"Product Details: name: Dell XPS 13, price: 180000, stock: True, description: 13.4-inch FHD+ display, Intel Core i7, 16GB RAM, 512GB SSD, InfinityEdge display.",Dell XPS 13 ko price kati ho?,Dell XPS 13 ko price Rs. 180000 ho.
RAG,"Product Details: name: LG OLED C1 55-inch, price: 220000, stock: False, description: 55-inch 4K OLED TV, AI-powered 4K, Dolby Vision IQ, HDMI 2.1.",LG OLED C1 55-inch ko stock ma xa?,"Hajur, LG OLED C1 55-inch stock ma available xaina."
RAG,"Product Details: name: LG OLED C1 55-inch, price: 220000, stock: False, description: 55-inch 4K OLED TV, AI-powered 4K, Dolby Vision IQ, HDMI 2.1.",LG OLED C1 55-inch ko description ma k k xa?,"LG OLED C1 55-inch ko description ma 55-inch 4K OLED TV, AI-powered 4K, Dolby Vision IQ, ra HDMI 2.1 xa."
RAG,"Product Details: name: Bose QuietComfort 45, price: 30000, stock: True, description: Wireless noise-canceling headphones, 24-hour battery life, TriPort acoustic architecture.",Bose QuietComfort 45 ko price kati ho?,Bose QuietComfort 45 ko price Rs. 30000 ho.
RAG,"Product Details: name: Bose QuietComfort 45, price: 30000, stock: True, description: Wireless noise-canceling headphones, 24-hour battery life, TriPort acoustic architecture.",Bose QuietComfort 45 stock ma xa?,"Hajur, Bose QuietComfort 45 stock ma available xa."
RAG,"Product Details: name: iPhone 14 Pro Max, price: 200000, stock: True, description: 6.7-inch Super Retina XDR display, A16 Bionic chip, 256GB storage, triple-camera system.",iPhone 14 Pro Max ko price kati ho?,iPhone 14 Pro Max ko price Rs. 200000 ho.
RAG,"Product Details: name: iPhone 14 Pro Max, price: 200000, stock: True, description: 6.7-inch Super Retina XDR display, A16 Bionic chip, 256GB storage, triple-camera system.",iPhone 14 Pro Max stock ma xa?,"Hajur, iPhone 14 Pro Max stock ma available xa."
RAG,"Product Details: name: Casio FX-991EX, price: 2500, stock: True, description: Scientific calculator, 552 functions, natural textbook display, solar-powered.",Casio FX-991EX ko description ma k k xa?,"Casio FX-991EX ko description ma scientific calculator, 552 functions, natural textbook display, ra solar-powered xa."
RAG,"Product Details: name: Casio FX-991EX, price: 2500, stock: True, description: Scientific calculator, 552 functions, natural textbook display, solar-powered.",Casio FX-991EX ko price kati ho?,Casio FX-991EX ko price Rs. 2500 ho.
RAG,"Product Details: name: HP Pavilion 15, price: 120000, stock: False, description: 15.6-inch FHD display, Intel Core i5, 8GB RAM, 512GB SSD, backlit keyboard.",HP Pavilion 15 ko stock ma xa?,"Hajur, HP Pavilion 15 stock ma available xaina."
RAG,"Product Details: name: HP Pavilion 15, price: 120000, stock: False, description: 15.6-inch FHD display, Intel Core i5, 8GB RAM, 512GB SSD, backlit keyboard.",HP Pavilion 15 ko description ma k k xa?,"HP Pavilion 15 ko description ma 15.6-inch FHD display, Intel Core i5, 8GB RAM, 512GB SSD, ra backlit keyboard xa."
RAG,"Product Details: name: Samsung 65-inch QLED TV, price: 300000, stock: True, description: 65-inch 4K QLED display, Quantum HDR, Smart TV with Alexa built-in.",Samsung 65-inch QLED TV ko price kati ho?,Samsung 65-inch QLED TV ko price Rs. 300000 ho.
RAG,"Product Details: name: Samsung 65-inch QLED TV, price: 300000, stock: True, description: 65-inch 4K QLED display, Quantum HDR, Smart TV with Alexa built-in.",Samsung 65-inch QLED TV stock ma xa?,"Hajur, Samsung 65-inch QLED TV stock ma available xa."
RAG,"Product Details: name: Apple Watch Series 8, price: 80000, stock: True, description: 45mm GPS + Cellular, blood oxygen sensor, ECG app, always-on Retina display.",Apple Watch Series 8 ko description ma k k xa?,"Apple Watch Series 8 ko description ma 45mm GPS + Cellular, blood oxygen sensor, ECG app, ra always-on Retina display xa."
RAG,"Product Details: name: Apple Watch Series 8, price: 80000, stock: True, description: 45mm GPS + Cellular, blood oxygen sensor, ECG app, always-on Retina display.",Apple Watch Series 8 ko price kati ho?,Apple Watch Series 8 ko price Rs. 80000 ho.
