category,context,question,response
alpaca,,Mero event ko invitation message banauna help gara. Event chha: Charity Run for Education.,Namaste! Hamile bholi Charity Run for Education organize garirako chhau. Aaunu huncha? Let’s run for a cause and support education for all!
alpaca,,Yo question ko creative answer deu: 'What is the meaning of life?',"Life ko meaning chha aafno journey enjoy garne, aru lai help garne, ra aafno dreams pursue garne."
alpaca,,Mero personal diary ko entry banauna help gara. Aaja ma dherai productive bhayechhu.,"Aaja dherai productive day thiyo. Morning ma workout gare, afternoon ma project complete gare, ra evening ma book padhe. Feeling proud of myself!"
alpaca,,Yo sentence lai suspenseful banau: 'Usko ghar ko agadi ekjana manche ubhyo thiyo.',"Usko ghar ko agadi ekjana manche ubhyo thiyo. Usle mask lagaeko thiyo, ra usko hat ma ek chithi thiyo. Ke thiyo tyo chithi ma?"
alpaca,,Mero creative project ko title suggest gara. Project chha: Documentary on Nepali Culture.,Title: 'Nepal: A Journey Through Culture and Tradition'.
alpaca,,Yo sentence lai futuristic style ma lekha: 'Ma ghar ma baschu.',"Ma aafno smart home ma baschu, jaha sabai kura AI le control garcha."
alpaca,,Mero new recipe blog post ko introduction lekha. Recipe chha: Nepali-style Chicken Curry.,Namaste! Aaja hamile banau authentic Nepali-style Chicken Curry. Yo recipe easy chha ra ghar ma available ingredients le banuna sakincha. Let’s get started!
alpaca,,Yo sentence lai futuristic style ma lekha: 'Ma office jane bela traffic ma faste chu.',"Ma office jane bela flying car ma faste chu, tara traffic drone le manage garirako chha."
alpaca,,Mero travel vlog ko script banauna help gara. Location chha: Pokhara.,"Namaste, everyone! Aaja hamile Pokhara ma chhau. Fewa Lake ko peaceful view, Sarangkot ko breathtaking sunrise, ra local market ko vibrant culture explore garau. Let’s go!"
alpaca,,Yo paragraph lai suspenseful banau: 'Ma rati ghar farkida ekjana manche le mero pachhi lagyo.',"Ma rati ghar farkida ekjana manche le mero pachhi lagyo. Usle mask lagaeko thiyo, ra usko hat ma ek chithi thiyo. Ma ali dherai chaleko, tara usle pani speed badhayocha. Ke hola aage?"
alpaca,,Mero motivational speech banauna help gara. Topic chha: 'Never Give Up.',"Dosto, life ma challenges auncha, tara tyo challenges le nai hami lai strong bancha. Never give up, because every failure is a step closer to success. Believe in yourself!"
alpaca,,Yo sentence lai rhyming ma lekha: 'Usko aankha ma sapana haru baseka chhan.',"Usko aankha ma sapana haru, jyoti jasta chamkeka chhan, aasha ra himmat le bharpar chhan."
alpaca,,Mero new book ko title suggest gara. Book ko genre chha: Mystery.,Title: 'The Shadow of Kathmandu: A Mystery Unveiled'.
alpaca,,Yo question ko creative answer deu: 'What makes you happy?',"Malaai small moments le happy bancha: family sanga kura garne, nature ko beauty herne, ra aafno passion follow garne."
alpaca,,Mero social media campaign ko tagline suggest gara. Campaign chha: Save the Environment.,"Tagline: 'Save Today, Survive Tomorrow: Let’s Protect Our Planet!'"
alpaca,,Yo sentence lai poetic form ma lekha: 'Usko hasi le mero man prasanna bhayechha.',"Usko hasi ko jyoti le mero man ko andhyarolaai hataidiyo, prasannata ko ek naya subha suru bhayechha."
alpaca,,Mero podcast ko episode intro banauna help gara. Topic chha: Financial Planning.,"Namaste, everyone! Welcome to another episode of [Podcast Name]. Aaja hamile kura garne financial planning ko barema. Let’s learn how to manage money wisely and secure our future."
alpaca,,"Yo paragraph lai dialogue form ma lekha: 'Ma bholi exam dinchu. Mero preparation ramro chha, tara ali nervous pani feel bhairako chha.'","Friend: K cha, exam ko lagi ready chhau? Me: Hola, preparation ta ramro chha, tara ali nervous feel bhairako chhu. Friend: Kehi huncha, timi ramro garchau!"
alpaca,,Mero creative writing ko story idea suggest gara.,"Story Idea: Ek jana young scientist le time machine banayecha, tara usle future ma gayera dekheko kura le usko present lai change garcha."
alpaca,,Yo sentence lai metaphor use garera lekha: 'Usko smile surya jasto chha.',"Usko smile surya ko jyoti jasto chha, andhyarolaai hataune."
alpaca,,Mero event ko invitation message banauna help gara. Event chha: Charity Run for Education.,Namaste! Hamile bholi Charity Run for Education organize garirako chhau. Aaunu huncha? Let’s run for a cause and support education for all!
alpaca,,Yo question ko creative answer deu: 'What is the meaning of life?',"Life ko meaning chha aafno journey enjoy garne, aru lai help garne, ra aafno dreams pursue garne."
alpaca,,Mero personal diary ko entry banauna help gara. Aaja ma dherai productive bhayechhu.,"Aaja dherai productive day thiyo. Morning ma workout gare, afternoon ma project complete gare, ra evening ma book padhe. Feeling proud of myself!"
alpaca,,Yo sentence lai suspenseful banau: 'Usko ghar ko agadi ekjana manche ubhyo thiyo.',"Usko ghar ko agadi ekjana manche ubhyo thiyo. Usle mask lagaeko thiyo, ra usko hat ma ek chithi thiyo. Ke thiyo tyo chithi ma?"
alpaca,,Mero creative project ko title suggest gara. Project chha: Documentary on Nepali Culture.,Title: 'Nepal: A Journey Through Culture and Tradition'.
alpaca,,Yo sentence lai futuristic style ma lekha: 'Ma ghar ma baschu.',"Ma aafno smart home ma baschu, jaha sabai kura AI le control garcha."
alpaca,,Mero new recipe blog post ko introduction lekha. Recipe chha: Nepali-style Chicken Curry.,Namaste! Aaja hamile banau authentic Nepali-style Chicken Curry. Yo recipe easy chha ra ghar ma available ingredients le banuna sakincha. Let’s get started!
alpaca,,Yo sentence lai futuristic style ma lekha: 'Ma office jane bela traffic ma faste chu.',"Ma office jane bela flying car ma faste chu, tara traffic drone le manage garirako chha."
alpaca,,Mero travel vlog ko script banauna help gara. Location chha: Pokhara.,"Namaste, everyone! Aaja hamile Pokhara ma chhau. Fewa Lake ko peaceful view, Sarangkot ko breathtaking sunrise, ra local market ko vibrant culture explore garau. Let’s go!"
alpaca,,Yo paragraph lai suspenseful banau: 'Ma rati ghar farkida ekjana manche le mero pachhi lagyo.',"Ma rati ghar farkida ekjana manche le mero pachhi lagyo. Usle mask lagaeko thiyo, ra usko hat ma ek chithi thiyo. Ma ali dherai chaleko, tara usle pani speed badhayocha. Ke hola aage?"
alpaca,,Mero motivational speech banauna help gara. Topic chha: 'Never Give Up.',"Dosto, life ma challenges auncha, tara tyo challenges le nai hami lai strong bancha. Never give up, because every failure is a step closer to success. Believe in yourself!"
alpaca,,Yo sentence lai rhyming ma lekha: 'Usko aankha ma sapana haru baseka chhan.',"Usko aankha ma sapana haru, jyoti jasta chamkeka chhan, aasha ra himmat le bharpar chhan."
alpaca,,Mero new book ko title suggest gara. Book ko genre chha: Mystery.,Title: 'The Shadow of Kathmandu: A Mystery Unveiled'.
alpaca,,Yo question ko creative answer deu: 'What makes you happy?',"Malaai small moments le happy bancha: family sanga kura garne, nature ko beauty herne, ra aafno passion follow garne."
alpaca,,Mero social media campaign ko tagline suggest gara. Campaign chha: Save the Environment.,"Tagline: 'Save Today, Survive Tomorrow: Let’s Protect Our Planet!'"
alpaca,,Yo sentence lai poetic form ma lekha: 'Usko hasi le mero man prasanna bhayechha.',"Usko hasi ko jyoti le mero man ko andhyarolaai hataidiyo, prasannata ko ek naya subha suru bhayechha."
alpaca,,Mero podcast ko episode intro banauna help gara. Topic chha: Financial Planning.,"Namaste, everyone! Welcome to another episode of [Podcast Name]. Aaja hamile kura garne financial planning ko barema. Let’s learn how to manage money wisely and secure our future."
alpaca,,"Yo paragraph lai dialogue form ma lekha: 'Ma bholi exam dinchu. Mero preparation ramro chha, tara ali nervous pani feel bhairako chha.'","Friend: K cha, exam ko lagi ready chhau? Me: Hola, preparation ta ramro chha, tara ali nervous feel bhairako chhu. Friend: Kehi huncha, timi ramro garchau!"
alpaca,,Mero creative writing ko story idea suggest gara.,"Story Idea: Ek jana young scientist le time machine banayecha, tara usle future ma gayera dekheko kura le usko present lai change garcha."
alpaca,,Yo sentence lai metaphor use garera lekha: 'Usko smile surya jasto chha.',"Usko smile surya ko jyoti jasto chha, andhyarolaai hataune."
alpaca,,Mero event ko invitation message banauna help gara. Event chha: Charity Run for Education.,Namaste! Hamile bholi Charity Run for Education organize garirako chhau. Aaunu huncha? Let’s run for a cause and support education for all!
alpaca,,Yo question ko creative answer deu: 'What is the meaning of life?',"Life ko meaning chha aafno journey enjoy garne, aru lai help garne, ra aafno dreams pursue garne."
alpaca,,Mero personal diary ko entry banauna help gara. Aaja ma dherai productive bhayechhu.,"Aaja dherai productive day thiyo. Morning ma workout gare, afternoon ma project complete gare, ra evening ma book padhe. Feeling proud of myself!"
alpaca,,Yo sentence lai suspenseful banau: 'Usko ghar ko agadi ekjana manche ubhyo thiyo.',"Usko ghar ko agadi ekjana manche ubhyo thiyo. Usle mask lagaeko thiyo, ra usko hat ma ek chithi thiyo. Ke thiyo tyo chithi ma?"
alpaca,,Mero creative project ko title suggest gara. Project chha: Documentary on Nepali Culture.,Title: 'Nepal: A Journey Through Culture and Tradition'.
alpaca,,Yo sentence lai futuristic style ma lekha: 'Ma ghar ma baschu.',"Ma aafno smart home ma baschu, jaha sabai kura AI le control garcha."
alpaca,,Mero new recipe blog post ko introduction lekha. Recipe chha: Nepali-style Chicken Curry.,Namaste! Aaja hamile banau authentic Nepali-style Chicken Curry. Yo recipe easy chha ra ghar ma available ingredients le banuna sakincha. Let’s get started!
alpaca,,Yo sentence lai futuristic style ma lekha: 'Ma office jane bela traffic ma faste chu.',"Ma office jane bela flying car ma faste chu, tara traffic drone le manage garirako chha."
alpaca,,Mero travel vlog ko script banauna help gara. Location chha: Pokhara.,"Namaste, everyone! Aaja hamile Pokhara ma chhau. Fewa Lake ko peaceful view, Sarangkot ko breathtaking sunrise, ra local market ko vibrant culture explore garau. Let’s go!"
alpaca,,Yo paragraph lai suspenseful banau: 'Ma rati ghar farkida ekjana manche le mero pachhi lagyo.',"Ma rati ghar farkida ekjana manche le mero pachhi lagyo. Usle mask lagaeko thiyo, ra usko hat ma ek chithi thiyo. Ma ali dherai chaleko, tara usle pani speed badhayocha. Ke hola aage?"
alpaca,,Mero motivational speech banauna help gara. Topic chha: 'Never Give Up.',"Dosto, life ma challenges auncha, tara tyo challenges le nai hami lai strong bancha. Never give up, because every failure is a step closer to success. Believe in yourself!"
alpaca,,Yo sentence lai rhyming ma lekha: 'Usko aankha ma sapana haru baseka chhan.',"Usko aankha ma sapana haru, jyoti jasta chamkeka chhan, aasha ra himmat le bharpar chhan."
alpaca,,Mero new book ko title suggest gara. Book ko genre chha: Mystery.,Title: 'The Shadow of Kathmandu: A Mystery Unveiled'.
alpaca,,Yo question ko creative answer deu: 'What makes you happy?',"Malaai small moments le happy bancha: family sanga kura garne, nature ko beauty herne, ra aafno passion follow garne."
alpaca,,Mero social media campaign ko tagline suggest gara. Campaign chha: Save the Environment.,"Tagline: 'Save Today, Survive Tomorrow: Let’s Protect Our Planet!'"
alpaca,,Yo sentence lai poetic form ma lekha: 'Usko hasi le mero man prasanna bhayechha.',"Usko hasi ko jyoti le mero man ko andhyarolaai hataidiyo, prasannata ko ek naya subha suru bhayechha."
alpaca,,Mero podcast ko episode intro banauna help gara. Topic chha: Financial Planning.,"Namaste, everyone! Welcome to another episode of [Podcast Name]. Aaja hamile kura garne financial planning ko barema. Let’s learn how to manage money wisely and secure our future."
alpaca,,"Yo paragraph lai dialogue form ma lekha: 'Ma bholi exam dinchu. Mero preparation ramro chha, tara ali nervous pani feel bhairako chha.'","Friend: K cha, exam ko lagi ready chhau? Me: Hola, preparation ta ramro chha, tara ali nervous feel bhairako chhu. Friend: Kehi huncha, timi ramro garchau!"
alpaca,,Mero creative writing ko story idea suggest gara.,"Story Idea: Ek jana young scientist le time machine banayecha, tara usle future ma gayera dekheko kura le usko present lai change garcha."
alpaca,,Yo sentence lai metaphor use garera lekha: 'Usko smile surya jasto chha.',"Usko smile surya ko jyoti jasto chha, andhyarolaai hataune."
alpaca,,Mero event ko invitation message banauna help gara. Event chha: Charity Run for Education.,Namaste! Hamile bholi Charity Run for Education organize garirako chhau. Aaunu huncha? Let’s run for a cause and support education for all!
alpaca,,Yo question ko creative answer deu: 'What is the meaning of life?',"Life ko meaning chha aafno journey enjoy garne, aru lai help garne, ra aafno dreams pursue garne."
alpaca,,Mero personal diary ko entry banauna help gara. Aaja ma dherai productive bhayechhu.,"Aaja dherai productive day thiyo. Morning ma workout gare, afternoon ma project complete gare, ra evening ma book padhe. Feeling proud of myself!"
alpaca,,Yo sentence lai suspenseful banau: 'Usko ghar ko agadi ekjana manche ubhyo thiyo.',"Usko ghar ko agadi ekjana manche ubhyo thiyo. Usle mask lagaeko thiyo, ra usko hat ma ek chithi thiyo. Ke thiyo tyo chithi ma?"
alpaca,,Mero creative project ko title suggest gara. Project chha: Documentary on Nepali Culture.,Title: 'Nepal: A Journey Through Culture and Tradition'.
alpaca,,Yo sentence lai futuristic style ma lekha: 'Ma ghar ma baschu.',"Ma aafno smart home ma baschu, jaha sabai kura AI le control garcha."
alpaca,,Mero new recipe blog post ko introduction lekha. Recipe chha: Nepali-style Chicken Curry.,Namaste! Aaja hamile banau authentic Nepali-style Chicken Curry. Yo recipe easy chha ra ghar ma available ingredients le banuna sakincha. Let’s get started!
alpaca,,Yo sentence lai futuristic style ma lekha: 'Ma office jane bela traffic ma faste chu.',"Ma office jane bela flying car ma faste chu, tara traffic drone le manage garirako chha."
alpaca,,Mero travel vlog ko script banauna help gara. Location chha: Pokhara.,"Namaste, everyone! Aaja hamile Pokhara ma chhau. Fewa Lake ko peaceful view, Sarangkot ko breathtaking sunrise, ra local market ko vibrant culture explore garau. Let’s go!"
alpaca,,Yo paragraph lai suspenseful banau: 'Ma rati ghar farkida ekjana manche le mero pachhi lagyo.',"Ma rati ghar farkida ekjana manche le mero pachhi lagyo. Usle mask lagaeko thiyo, ra usko hat ma ek chithi thiyo. Ma ali dherai chaleko, tara usle pani speed badhayocha. Ke hola aage?"
alpaca,,Mero motivational speech banauna help gara. Topic chha: 'Never Give Up.',"Dosto, life ma challenges auncha, tara tyo challenges le nai hami lai strong bancha. Never give up, because every failure is a step closer to success. Believe in yourself!"
