category,instruction,context,question,response
RAG,Answer the following question by looking at the context if context is given.,"Nepal ko Kathmandu, Pokhara, ra Lalitpur jasto popular jagah haru le tourists ko man attract garchan. Kathmandu ma Durbar Square, Swayambhunath, ra Pashupatinath jasta historical sites haru cha, ra Pokhara ko Fewa Lake ra Sarangkot adventure lovers ko lagi popular destination ho. Lalitpur ma Patan Durbar Square ra Mahabouddha Stupa haru famous cha.",Pashupatinath kahaan cha?,"Pashupatinath Kathmandu ma cha, jaha religious ra cultural significance cha."
open_qa,You are a helpful assistant. Answer the given user question.,"rukh, paat, doko, fal","Tala vayeka words haru madhye kun odd word ho valid reason sahit vannuhos.
","Doko rukh ma laagne chij hoina, aru tinwota rukh ma laagne chij hun."
translate,"Translate the given text from Roman Nepali language to English language.
",,Timi le chai yo kaam ko details sabai lai explain gareu?,Did you explain the details of this task to everyone?
RAG,Answer the following question by looking at the context if context is given.,Hamro platform le saman ko packaging complete bhaye 'Order Packed' status dincha. Packed status le saman dispatch hunai lagi sakyo bhanne janak dincha.,Packed status ko matlab k ho?,Saman dispatch hunai lagi sakyo.
open_qa,You are a helpful assistant. Answer the given user question.,Facebook account hack na hos bhanera surakshit rakhne tips dinus.,Tapai kasari social media account secure garna saknuhuncha?,"Two-factor authentication on garnus, strong password use garnus, ani unknown link ma click nagarnus."
RAG,Answer the following question by looking at the context if context is given.,"TechMart, Chitwan-3, Narayangadh ma saman Bharatpur bhitra free delivery chha. Hetauda, Makwanpur, ra Chitwan ko pashchim thau ma delivery charge lagcha.",Hetauda samma delivery charge lagcha?,"Ho, Hetauda samma delivery charge lagcha. Bharatpur bhitra delivery free chha."
RAG,Answer the following question by looking at the context if context is given.,Winter jacket ko 30% discount offer currently active cha. Offer limited time ra available size anusar applicable huncha. Discount items ko return policy standard rules anusar applicable cha.,Winter jacket discount ma cha ki nai?,Winter jacket ma 30% discount cha.
translate,"Translate the given text from Roman Nepali language to English language.
",,"yo tyo purano restaurant jasto ramro cha ki chaina, aba herne bela cha. maile ta ali simple order gare, timro dish chai ekdam fancy dekhincha.","Is this place as good as that old restaurant? We'll find out now. I ordered something simple, but your dish looks really fancy."
open_qa,You are a helpful assistant. Answer the given user question.,,Nepal ko sabai bhanda thulo taal kun ho?,Rara taal.
RAG,Answer the following question by looking at the context if context is given.,"Hamro SmartStore, Itahari ma abaileko Tihar ko upalakshe ma 10% discount laptop haru ma applicable cha. Delivery Itahari ma free cha, baaki bhitta delivery charge applicable cha.",Tapai haru ko laptop ma discount cha?,Laptop haru ma Tihar ko upalakshe ma 10% discount cha.
open_qa,You are a helpful assistant. Answer the given user question., ,Hi assistant,Namaste! Aba tapai ko shopping experience ko lagi kasari madat garna sakchhu?
RAG,Answer the following question by looking at the context if context is given.,Discount apply garera order confirm garnuhos. Cancel gareko order ko refund 5-7 kaam din ma aauchha. Gift card use gareko cha bhane refund card balance ma huncha. Shipping charge ko lagi specific orders ma lagoo hune sakchha.,"Maile order cancel gareko ho, aba refund kahile aauchha?",Cancel gareko order ko refund 5-7 kaam din ma aauchha.
RAG,Answer the following question by looking at the context if context is given.,Tech Zone Nepal le festive season ko time ma 30% discount cha gadgets ra smartwatches ma. Tapai le latest smartwatches ra wireless earbuds ko selection paunuhunchha. Delivery Kathmandu ma free cha.,Festive season ko time ma kati discount cha?,Festive season ko time ma 30% discount cha gadgets ra smartwatches ma.
RAG,Answer the following question by looking at the context if context is given.,"Hamro Store ma headphones, wireless chargers, ra gaming accessories upalabdha chhan. Dashain sale ma headphones ma 10% discount cha.",Hajurko headphones ma Dashain ma discount chha?,Dashain sale ma headphones ma 10% discount cha.
RAG,Answer the following question by looking at the context if context is given.,Nepal ko dhwaja ma chaand ra surya ko chinh chha. Yo anupam design ho.,Nepal ko dhwaja ma ke chha?,Nepal ko dhwaja ma chaand ra surya ko chinh chha.
RAG,Answer the following question by looking at the context if context is given.,TechWorld Electronics le saman ko delivery attempt bhaye 'Attempted Delivery' status dincha. Customer ghar ma nabhae re-delivery ko lagi contact garna sakincha.,Attempted delivery bhaye customer lai ke garna parcha?,Re-delivery ko lagi contact garna parcha.
RAG,Answer the following question by looking at the context if context is given.,"Product Name: Tablet Horizon, Reviews: 4.8/5 stars (Based on 2,000 reviews). Positive Feedback: Great display, long battery life. Negative Feedback: Slightly heavy. Competitor Comparison: Better than Tablet Vista in terms of display quality. Usage Tip: Use a stand for better viewing angles. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Tablet Horizon ko review k k cha?,"Tablet Horizon ko review 4.8/5 stars cha (2,000 reviews anusar). Dherai le ramro display ra battery life ko barema ramro bhaneko cha."
RAG,Answer the following question by looking at the context if context is given.,"Nepal ko sabse thulo rajasik pala Bhaktapur Durbar Square ho, jo Kathmandu ma sthit cha. Bhaktapur Durbar Square, Nepal ko purano rajasik virasat ho, jaha Nepal ko itihaas ra sanskriti ko chhavi dekhna milcha.",Nepal ko sabse thulo rajasik pala ho k ho?,"Bhaktapur Durbar Square, Nepal ko sabse thulo rajasik pala ho, jo Kathmandu ma sthit cha."
RAG,Answer the following question by looking at the context if context is given.,Nepal ko sabai bhanda purano maha yatra Kumbh Mela ho. Yo yatra Hindu dharmik pradhanta ko ho ra Nepal ko Lumbini ma rahecha.,Nepal ko sabai bhanda purano maha yatra k ho?,Nepal ko sabai bhanda purano maha yatra Kumbh Mela ho.
RAG,Answer the following question by looking at the context if context is given.,"Hami le mobile accessories jaise charger, cables, ra covers ko exchange policy rakheko chaina. Tarika faulty item bhaye within 3 din ma report gareko case ma replacement garna milcha. Warranty bhaye repair ya replacement claim garna milcha.",Mobile accessories exchange garna milcha ki mildain?,"Mobile accessories exchange garna mildain, faulty item bhaye replacement milcha."
RAG,Answer the following question by looking at the context if context is given.,"Hamro store ma Samsung smartphones available cha: Galaxy A03 (Price: 15000), Galaxy S21 (Price: 75000), ra Galaxy Z Fold 3 (Price: 150000).",Store ma Samsung ko smartphones kun kun cha?,"Hamro store ma Galaxy A03, Galaxy S21, ra Galaxy Z Fold 3 available cha."
open_qa,You are a helpful assistant. Answer the given user question.,Tracking Info: Use the tracking ID sent to your email to track your order on our website.,Kasari order track garna milcha?,Email ma pathaeko tracking ID ko maddat le website ma order track garna sakincha.
RAG,Answer the following question by looking at the context if context is given.,Esewa ra Khalti wallet le payment failed bhaye transaction ID store garcha. Refund process initiate garna ko lagi tapai le support team lai transaction ID provide garna parcha. Refund 2-5 working days ma aauxa.,payment failed bhaye refund kasari aauxa?,"Refund ko lagi transaction ID support team lai provide garnu parcha, ra 2-5 working days ma aauxa."
open_qa,You are a helpful assistant. Answer the given user question.,,Winter ma skin care kasari garne?,Winter ma skin care ko lagi hydrating cleanser use garera dryness avoid garne. Daily moisturizer le skin soft rakhcha. Sunscreen winter ma pani essential huncha to protect from UV rays. Hydration maintain garna plenty of water pinu ani diet ma omega-3 fats include garne. Weekly exfoliation le dead skin remove garna madad garcha.
RAG,Answer the following question by looking at the context if context is given.,"Hajur, product exchange garna sakincha. Tara product unused ra original packaging ma huna parcha ra exchange 7 days ko within ma garnu parcha.",Store ma product exchange garna sakincha?,"Hajur, unused product lai original packaging ma 7 days ko within ma exchange garna sakinchha."
RAG,Answer the following question by looking at the context if context is given.,"Product Name: Wireless Earbuds Pulse, Price: NPR 4,000. Discount: 15% off with code PULSE15. Competitor Price: NPR 4,500 at Store Y. Popularity: Over 2,500 units sold last month. Usage Tip: Use noise-cancellation mode for better audio quality. Warranty: 6 months. Delivery Time: 2-3 days in Kathmandu.",Wireless Earbuds Pulse ko price kati ho?,"Wireless Earbuds Pulse ko price NPR 4,000 ho. Ahile 15% discount pani cha, code PULSE15 use garnuhos."
translate,Translate the text below from Nepali to English:, ,"Himalaya ko sundarata le Nepal lai duniya bhar ma prasiddha banayo. Sagarmatha, jasalai Everest pani bhanincha, duniya ko sabai bhanda uchai chuchuro ho. Yo Nepal ko gaurav ho.","The beauty of the Himalayas has made Nepal famous worldwide. Sagarmatha, also known as Everest, is the highest peak in the world. This is the pride of Nepal."
RAG,Answer the following question by looking at the context if context is given.,"Sony WH-CH510 ek wireless headphones ho. yeskoprice 6000 ho. Yesma Bluetooth 5.0 support, 35 ghanta battery life, ra lightweight design cha.",Sony WH-CH510 headphones ko barema jankari dinu?,"Sony WH-CH510 ko price 6000 ho. Yesma Bluetooth 5.0 support, 35 ghanta battery life, ra lightweight design cha."
translate,Translate the text below from English to Nepali:, ,Nature brings inspiration and creativity to life.,Nature le manushya ko life ma inspiration ra creativity dincha.
RAG,Answer the following question by looking at the context if context is given.,"Product List: Samsung Galaxy S21, Price: Rs. 75000. OnePlus Nord CE 3, Price: Rs. 35000. Vivo V25, Price: Rs. 28000.",Samsung Galaxy S21 available xa ki xaina?,Hami sanga Samsung Galaxy S21 available xa.
open_qa,You are a helpful assistant. Answer the given user question.,"Haasi haasi ma bhandinu, royi royi ma sahanu.",Nepali ko ekta famous proverbs ko arth batunus.,Kasto ni samasya ma khushi le sambodhan garnu ra sahane chhama rakhnai parchha.
RAG,Answer the following question by looking at the context if context is given.,Winter clothes exchange policy 7 din bhitra applicable cha. Product unused ra original packaging intact hunu parcha. Exchange ko lagi size ya color available bhaye matra replacement huncha.,Winter clothes exchange policy kasto cha?,Winter clothes exchange policy 7 din bhitra applicable cha.
RAG,Answer the following question by looking at the context if context is given.,"Pokhara Tech Hub, Lakeside ma cha. Tapai le Samsung Galaxy A52, Oppo F17 Pro, ra Xiaomi Mi 11X mobiles pauna saknuhuncha. Price range 30,000-45,000 bhitra cha.",Under 45000 tapai saga kun kun mobile available chha?,"Hami ko store ma Samsung Galaxy A52, Oppo F17 Pro, ra Xiaomi Mi 11X mobiles available cha, jasko price range 30,000-45,000 bhitra cha."
RAG,Answer the following question by looking at the context if context is given.,"Refund ka barema inquiry ko lagi 5-7 din ko time frame cha. Order cancel garna, 'My Orders' ma jani cancel option select garnuhos. Discount haru checkout page ma 'Apply Coupon' bata activate garna saknuhuncha.",Order cancel garna process ke ho?,"Order cancel garna, 'My Orders' ma jani cancel option select garnuhos."
